ein,total_revenue,program_expenses,tax_year,efficiency_ratio
02-0580058,9362677.0,4467866.0,2023,0.47719962997762283
04-3645323,2080658.0,1723894.0,2023,0.8285330890516366
04-3697716,6060283.0,5900148.0,2023,0.9735763164855502
04-3829443,18148092.0,16272234.0,2023,0.8966360761230436
06-1597668,4065708.0,7971073.0,2023,1.9605620964417514
06-1665031,13296198.0,2202127.0,2023,0.16562080378165248
06-1714498,849530.0,756768.0,2023,0.8908078584629148
06-1781309,3299275.0,3183202.0,2023,0.9648186343969508
11-3742894,1318583.0,2059251.0,2023,1.5617151138760321
13-4302280,1072854.0,1560386.0,2023,1.4544252992485465
20-0001916,1418445.0,1342613.0,2023,0.9465386391435692
20-0220263,3016631.0,3228026.0,2023,1.0700765191367456
20-0310400,10724520.0,3259971.0,2023,0.30397360441306465
20-0446324,69201248.0,62260221.0,2023,0.8996979505340713
20-0471983,901525.0,636766.0,2023,0.7063209561576218
20-0652270,1373834.0,1434252.0,2023,1.043977656689236
20-0688727,2034068.0,2677496.0,2023,1.3163257078917716
20-1011222,2203804.0,1791832.0,2023,0.813063230668426
20-1106426,937169829.0,919000144.0,2023,0.9806121746157921
20-1486678,68371334.0,64053308.0,2023,0.9368444968471729
20-1507669,655452.0,521504.0,2023,0.7956402604614831
20-1698926,96672537.0,75131653.0,2023,0.7771768004805749
20-1939963,799380.0,767708.0,2023,0.9603792939528134
20-1965942,4082876.0,3996123.0,2023,0.9787519875695465
20-2013846,34155169.0,34547721.0,2023,1.011493194485438
20-2014073,188381676.0,186102242.0,2023,0.98789991655027
20-2090446,17860436.0,16778297.0,2023,0.9394113895091922
20-2394341,6666827.0,4737212.0,2023,0.7105647109187024
20-2401676,42542990.0,39767259.0,2023,0.934754679913189
20-3149168,764160.0,187819.0,2023,0.24578491415410386
20-3916433,3301284.0,2766885.0,2023,0.8381238936123035
20-3965962,1131878.0,861430.0,2023,0.7610625880174365
20-4254904,6499026.0,6499026.0,2023,1.0
20-4351501,762624.0,1019720.0,2023,1.3371202584759987
20-4361698,2936446.0,7553724.0,2023,2.5724035109108083
20-4503754,1159800.0,688074.0,2023,0.5932695292291774
20-4910970,17297346.0,10955444.0,2023,0.6333598229462485
20-4967588,1028336.0,1230223.0,2023,1.1963239641517946
20-5111657,2107789.0,2679800.0,2023,1.2713796305038123
20-5132324,1661027.0,1553247.0,2024,0.935112433452316
20-5132437,1351288.0,1464562.0,2024,1.0838266897952176
20-5153554,2117180.0,2690270.0,2023,1.270685534531783
20-5218569,1924443.0,2141820.0,2023,1.1129558007174023
20-5473974,838769.0,778235.0,2023,0.9278299507969417
20-8316475,274346219.0,237665506.0,2023,0.8662977272524394
20-8397855,910664.0,957249.0,2023,1.0511549814201506
20-8512169,20470386.0,22352672.0,2023,1.091951661292562
20-8558857,8466328.0,5664930.0,2023,0.6691129849918406
20-8640691,8670979.0,5226063.0,2023,0.6027073759491287
22-2670895,1761529.0,1500900.0,2024,0.8520438777902606
22-2680037,2267077.0,1893209.0,2023,0.8350880892003227
23-1352000,21850623.0,21659963.0,2023,0.9912743906661151
23-1352181,249996474.0,289806913.0,2023,1.159244001977404
23-1352256,17523271.0,21217409.0,2024,1.2108132665413895
23-1352509,19805509.0,19887120.0,2023,1.0041206211867617
23-1654625,3476215.0,4127653.0,2023,1.1873986505437668
23-1900450,2198782.0,1828452.0,2023,0.83157493557797
23-1984838,11769395.0,12656719.0,2023,1.0753924904381236
23-2015671,1592696.0,1059477.0,2023,0.6652098077724814
23-2070668,2894671.0,2840135.0,2024,0.981159862381597
23-2122054,5789633.0,2647997.0,2023,0.45736871404456897
23-2172743,4457478.0,4158986.0,2023,0.9330356762276785
23-2215278,10177505.0,11296306.0,2023,1.1099288086814991
23-2221292,1463478.0,1561613.0,2023,1.0670560131412976
23-2411781,1198524.0,1171785.0,2023,0.9776900587722899
23-2450112,15579354.0,16813009.0,2023,1.0791852473472263
23-2502873,6541377.0,4427811.0,2023,0.6768928010111632
23-2513834,1728024.0,1698216.0,2024,0.9827502395800058
23-2577238,932948.0,817031.0,2024,0.8757519175773998
23-2732783,1143505.0,601294.0,2023,0.5258341677561532
23-2747707,26859137.0,31472465.0,2023,1.1717600978765625
23-2772462,1337844.0,1388326.0,2023,1.0377338463976369
23-2785337,1602512.0,1590761.0,2023,0.9926671375939774
23-2788924,629161.0,720736.0,2023,1.1455509797969041
23-2810141,5272589.0,3415420.0,2023,0.6477690561505932
23-2825878,2062776424.0,2107869780.0,2023,1.0218605155049028
23-2840567,638361.0,811513.0,2023,1.2712446405717142
23-2850840,1430398.0,678342.0,2023,0.47423304562786023
23-2928839,675460.0,741381.0,2023,1.0975942320788796
23-2935865,1125327.0,950639.0,2023,0.8447668988658408
23-2952060,1275122.0,1054468.0,2023,0.8269545972855931
23-2978513,3789118.0,3824554.0,2024,1.0093520444599509
23-2996139,607752.0,888746.0,2023,1.462349774250023
23-3003176,5010258.0,5998803.0,2023,1.197304210681366
23-3005840,2400137.0,1690102.0,2023,0.7041689703546089
23-3017662,766630.0,882319.0,2024,1.150905912891486
23-3022558,4175616.0,2890035.0,2023,0.6921218330421188
23-3069199,10348571.0,8823456.0,2023,0.8526255460778112
23-3071637,1409685.0,1692336.0,2023,1.2005064961321146
23-7005720,6389406.0,7033391.0,2023,1.1007894943598826
23-7073045,760437.0,970298.0,2023,1.2759742095663416
23-7117119,1370732.0,569549.0,2023,0.41550718885967497
23-7118921,895461.0,1082416.0,2023,1.2087807285856111
23-7129398,5024369.0,5156100.0,2023,1.0262184166807813
23-7163421,855107.0,537745.0,2023,0.6288628206762429
23-7259966,6168719.0,5840454.0,2022,0.946785548182694
23-7272741,12418530.0,11351248.0,2023,0.9140572998575516
23-7300355,1996558.0,2531078.0,2023,1.2677207474062862
23-7314836,4220261.0,4414161.0,2023,1.0459450256749523
23-7346463,29238691.0,29283994.0,2023,1.0015494195687489
23-7359252,1669364.0,1763826.0,2023,1.056585621829631
23-7378013,5082852.0,2930454.0,2023,0.5765373455689837
23-7443009,6116966.0,9693940.0,2024,1.5847627729171618
24-0798681,19647549.0,19972281.0,2023,1.016527863093763
25-0523075,1119409.0,1929845.0,2023,1.7239856031173593
25-0965404,217990534.0,202771331.0,2023,0.9301841106550067
25-0965474,7668952.0,7760123.0,2023,1.0118883258103584
25-0965579,58951364.0,52992803.0,2023,0.8989241198897451
25-1187067,19597776.0,20614659.0,2023,1.0518876733768159
25-1209266,25931790.0,24460174.0,2023,0.9432505044966044
25-1215557,29157182.0,27827683.0,2024,0.9544023493079681
25-1231891,1747264.0,2279531.0,2023,1.3046288368557928
25-1264376,8471989.0,8879346.0,2024,1.0480828055843794
25-1269524,2084343.0,1975861.0,2024,0.9479538636395257
25-1309084,1317050.0,579263.0,2023,0.4398185338445769
25-1315648,1653473.0,1535094.0,2023,0.9284058463609627
25-1353697,1653611.0,1591212.0,2024,0.9622650067035113
25-1471089,11086390.0,9471751.0,2023,0.8543584521201221
25-1521327,2454813.0,2737060.0,2024,1.1149769860270415
25-1529652,2485582.0,2549630.0,2024,1.025767808102891
25-1598402,4410753.0,3500448.0,2023,0.7936168722211377
25-1626784,1177832.0,1308147.0,2023,1.110639717718656
25-1653363,2490332.0,2446820.0,2023,0.9825276308540387
25-1686715,2020024.0,1239068.0,2023,0.613392712165796
25-1700492,5206774.0,5202689.0,2024,0.9992154451105425
25-1735895,5486668.0,7604625.0,2023,1.386018800481458
25-1758628,1516165.0,100329.0,2023,0.06617287696259971
25-1762305,3716661.0,3663870.0,2023,0.9857961218416208
25-1764544,9470678.0,7113223.0,2023,0.7510785394667626
25-1775353,817707.0,785199.0,2023,0.9602449288070177
25-1817002,3903853.0,3546966.0,2023,0.9085808302720415
25-1883384,4052633.0,4686599.0,2023,1.156433113977999
26-0220074,2348147.0,2435607.0,2023,1.037246390451705
26-0338084,1728102.0,1323840.0,2023,0.7660658919438783
26-0363509,50502061.0,48907945.0,2023,0.9684346347765886
26-0632787,1829806.0,1616259.0,2023,0.8832952782972621
26-0779888,42640008.0,43026265.0,2023,1.0090585583379816
26-1221063,16665161.0,15159124.0,2023,0.909629615939504
26-1588298,2731560.0,2073004.0,2023,0.7589084625635169
26-1814403,540622.0,540956.0,2023,1.0006178068965006
26-2058861,1767288.0,1914481.0,2024,1.0832875003960871
26-2155870,427671.0,591739.0,2023,1.3836313427845237
26-2335395,72969.0,335336.0,2023,4.5955953898230755
26-2373936,2568098.0,2183878.0,2023,0.8503873294554959
26-2471442,1829574.0,1800794.0,2024,0.9842695622040978
26-2525968,591979880.0,522956538.0,2023,0.8834025541543743
26-2842736,3232830.0,2606548.0,2023,0.8062743787950495
26-3022138,1425587.0,1262997.0,2023,0.8859487355033401
26-3389252,2578550.0,1212274.0,2023,0.47013786818173003
26-3763572,3515934.0,1326694.0,2023,0.3773375723207546
26-4008431,153307.0,280479.0,2022,1.8295250706099526
26-4117989,6692178.0,5763846.0,2023,0.8612810358600742
26-4467473,2190164.0,2191939.0,2024,1.0008104415925017
26-4788700,8023949.0,8003307.0,2023,0.9974274512462629
27-0034814,1529660.0,1584139.0,2023,1.0356151040100414
27-0268016,4337143.0,4951529.0,2023,1.1416568464539905
27-0418260,1205518.0,1251453.0,2023,1.0381039519940805
27-0600567,1076799.0,1074263.0,2023,0.9976448715126964
27-1037159,2121579.0,1262789.0,2023,0.5952118681416059
27-1153597,593936.0,804902.0,2023,1.3551998868564963
27-1236960,622945.0,364710.0,2023,0.5854609957540393
27-1343669,2846345.0,1480806.0,2023,0.5202482481919796
27-1494284,24593795.0,24747620.0,2023,1.006254626421014
27-1503981,171370509.0,176351745.0,2023,1.02906705493884
27-1880057,707994.0,625824.0,2023,0.8839396944041898
27-1983994,981972.0,946826.0,2023,0.9642087554431287
27-3128197,24133926.0,22065925.0,2023,0.9143114551689601
27-3292060,527910.0,245994.0,2023,0.4659771551969086
27-3397064,8195796.0,7674057.0,2023,0.9363406556239321
27-3715681,3541424.0,1334937.0,2023,0.37694921590862884
27-4689832,3378270.0,2869230.0,2023,0.8493193261639833
27-4967732,1624887.0,4819091.0,2023,2.965800698756283
27-5020487,5946403.0,2794159.0,2023,0.46989062127138037
27-5170073,3425105.0,3123029.0,2023,0.9118053315153842
30-0002955,4942374.0,4942374.0,2023,1.0
30-0186547,25690361.0,25177497.0,2023,0.9800367149375596
30-0199985,3830948.0,3726916.0,2023,0.9728443194739266
30-0246731,5004939.0,5234514.0,2024,1.0458696899202968
30-0274225,297050.0,407198.0,2023,1.370806261572126
30-0466165,1875451.0,1921438.0,2023,1.0245205020019186
31-0536688,14400067.0,17766137.0,2023,1.2337537735067483
31-0838645,1325689.0,1330985.0,2023,1.0039949037821088
31-0842914,1375948.0,1243802.0,2023,0.9039600333733542
31-0873280,1553817.0,2433281.0,2023,1.5660023027164718
31-0876202,2537945.0,3408714.0,2023,1.3431000277783798
31-0956722,1062846.0,808845.0,2024,0.7610180590602966
31-0989271,1026808.0,839794.0,2024,0.8178685791306651
31-1041777,1146828.0,1090735.0,2023,0.9510885677712787
31-1057335,660069.0,784753.0,2023,1.1888954033593457
31-1103390,935775.0,777458.0,2023,0.8308172370495044
31-1110376,4387736.0,4237040.0,2023,0.9656551807127868
31-1118091,6678185.0,8631550.0,2023,1.2924993841889676
31-1131099,84342013.0,77243418.0,2023,0.9158355990388799
31-1168245,795422.0,702188.0,2023,0.8827867471606267
31-1178289,820253.0,777517.0,2023,0.9478990018933183
31-1208260,10798452.0,8958191.0,2023,0.8295810362448247
31-1210524,12926632.0,14100027.0,2023,1.0907734512748564
31-1240715,10630304.0,10951097.0,2023,1.0301772178857727
31-1258416,9716478.0,9170107.0,2023,0.9437686165707369
31-1275208,5085289.0,4056835.0,2023,0.7977589867557183
31-1333992,13131030.0,13019065.0,2023,0.991473250765553
31-1429047,1580562038.0,1422218698.0,2021,0.8998183328505325
31-1433378,1613922.0,1662675.0,2023,1.03020777955812
31-1443005,1595222.0,1485181.0,2023,0.9310183786331934
31-1508554,2329708.0,2449265.0,2023,1.0513184484922573
31-1519694,520899.0,806804.0,2023,1.5488683986722953
31-1566039,2064661.0,1639397.0,2024,0.7940272034973296
31-1604543,1651036.0,1245742.0,2023,0.7545214035308739
31-1656193,843421.0,810085.0,2023,0.9604752549438537
31-1727952,19360366.0,4939415.0,2023,0.25513024908723314
31-1788636,680942.0,759919.0,2023,1.1159819779070759
33-1075347,1006587.0,815418.0,2023,0.8100819899323158
33-1153238,2522733.0,2522733.0,2023,1.0
34-0714662,11534862.0,12189604.0,2023,1.0567620141445992
34-0726081,184843797.0,173764940.0,2023,0.940063679821509
34-0737793,26353403.0,20330883.0,2023,0.7714708798708083
34-1015976,22170793.0,32841404.0,2023,1.481291354801788
34-1269314,9780584.0,8518463.0,2023,0.8709564786724392
34-1286014,1728342.0,1588739.0,2023,0.919227213132586
34-1344279,2324180.0,2323922.0,2023,0.9998889931072464
34-1381334,1552530.0,1681652.0,2023,1.0831687632445106
34-1487107,1103380.0,883097.0,2023,0.8003561782885316
34-1594381,1702897.0,1516998.0,2023,0.8908336793123718
34-1650917,82302277.0,51929777.0,2023,0.6309640376049377
34-1703387,5540946.0,2877826.0,2023,0.5193744894824819
34-1722175,2290687.0,2317982.0,2023,1.0119156392820146
34-1774211,1851814.0,1496871.0,2024,0.8083268622010634
34-1789783,26959591.0,18760642.0,2013,0.6958800673200124
34-1845898,564114.0,619994.0,2023,1.0990579918243475
34-1885473,9660928.0,9618508.0,2023,0.9956091174678043
34-1939487,468977.0,427916.0,2023,0.9124455996775961
34-1971509,1641158.0,1506324.0,2023,0.9178421577934605
34-4430716,167162682.0,163630041.0,2023,0.9788670476105427
34-6751071,2078874.0,2210587.0,2023,1.0633578562240906
35-0877575,53568949.0,42719920.0,2023,0.7974754180822178
35-0988724,35098409.0,38205810.0,2023,1.0885339560548173
35-1346514,3114874.0,3425101.0,2023,1.0995953608396358
35-1378456,830380.0,728447.0,2023,0.877245357547147
35-1437955,1041937.0,1093600.0,2023,1.049583612060998
35-1607101,3085992.0,2755720.0,2023,0.8929770394738548
35-1625609,376355.0,293579.0,2023,0.7800587211542294
35-1642430,4553156.0,4208036.0,2023,0.9242020260232683
35-1687064,8768853.0,8078409.0,2024,0.9212617659344956
35-1704590,5614991.0,4487923.0,2023,0.7992751902897084
35-1918822,1819678.0,1517012.0,2023,0.8336705724859014
35-1934465,9282935.0,9483015.0,2023,1.0215535280598216
35-1954403,774322.0,808886.0,2023,1.044637760518234
35-1966459,1240792.0,1444531.0,2023,1.1642007685413833
35-1993520,39741003.0,22303501.0,2023,0.5612213914178261
35-2036890,974113.0,1066567.0,2023,1.0949109600220919
35-2077713,2896677.0,2798000.0,2023,0.9659344138127931
35-2099782,16535508.0,16469900.0,2023,0.996032296074605
35-2216589,748587.0,851448.0,2023,1.1374068745516552
36-2166998,27782741.0,24673742.0,2023,0.8880960305536448
36-2167008,7187575.0,6504988.0,2023,0.9050323648796709
36-2167725,359509602.0,339959523.0,2023,0.9456201478590828
36-2167773,188952800.0,182805896.0,2023,0.9674685741624364
36-2170901,61473326.0,52750144.0,2023,0.8580980960750358
36-2174823,2664946106.0,2591162936.0,2023,0.9723134476026061
36-2194838,81093776.0,77328055.0,2023,0.9535633782794872
36-2251912,126705006.0,121849360.0,2023,0.9616775520297911
36-2256023,5717475.0,5680246.0,2023,0.9934885591978977
36-2548549,53774309.0,51035534.0,2023,0.9490690805529458
36-2780862,17601990.0,17704023.0,2023,1.0057966741260504
36-2852553,20112010.0,20889888.0,2021,1.0386772878493995
36-2855797,3987748.0,4153743.0,2023,1.0416262512074483
36-3100202,2696528.0,2756690.0,2024,1.0223109124029122
36-3105849,4740964.0,1596114.0,2023,0.3366644420839306
36-3107283,1670331.0,1658105.0,2023,0.9926804926688183
36-3108372,3999148.0,3709109.0,2023,0.9274748021328543
36-3152959,2057415454.0,1684720180.0,2023,0.8188526905076897
36-3267851,4521470.0,5707859.0,2023,1.2623901076419837
36-3283625,39036731.0,31759901.0,2023,0.8135901799769043
36-3287080,6026846.0,5780048.0,2023,0.9590502229524365
36-3304863,1257392.0,1220868.0,2024,0.9709525748533473
36-3311936,52314827.0,46825983.0,2023,0.8950805285086769
36-3317416,11431178.0,11818573.0,2023,1.0338893331903327
36-3331605,7187864.0,6686858.0,2023,0.9302983473254364
36-3332852,257834375.0,257408502.0,2023,0.9983482691165598
36-3449507,1482568.0,1705067.0,2023,1.1500767587051657
36-3556481,863225.0,906877.0,2024,1.0505685076312665
36-3592066,4016327.0,2863762.0,2023,0.713030089432459
36-3718992,22580146.0,24513772.0,2023,1.0856339015699898
36-3727669,11319706.0,9984130.0,2023,0.8820131900952198
36-3728180,7061690.0,6352646.0,2023,0.8995928736605543
36-3774128,2182975.0,1956321.0,2023,0.8961719671549148
36-3907579,1764150.0,1687015.0,2023,0.9562763937306918
36-3985169,1679172.0,1773924.0,2024,1.056427810849633
36-3999938,1595352.0,1857593.0,2022,1.1643781435068874
36-4024688,6912230.0,7277539.0,2022,1.0528496592271959
36-4083056,4230490.0,4315880.0,2023,1.0201844230810142
36-4109289,1576647.0,1411736.0,2023,0.8954039807261867
36-4113692,118524527.0,116129140.0,2023,0.9797899467677268
36-4229337,72605707.0,64910205.0,2023,0.8940096816356323
36-4313685,13132683.0,13484230.0,2023,1.0267688636054033
36-4405660,16664040.0,16933289.0,2023,1.0161574864198597
36-4461307,2247454.0,2281643.0,2023,1.0152123247016402
36-4534086,1884260.0,2451282.0,2023,1.3009255622897054
36-4724966,9147061001.0,8938053992.0,2023,0.9771503645840833
36-4784099,898937.0,898937.0,2023,1.0
36-6109056,2958064.0,4516131.0,2023,1.5267184888494636
37-0512290,17501132.0,19007323.0,2023,1.08606249012921
37-0645239,45396004.0,43655716.0,2023,0.961664290980325
37-0673461,16158224.0,15565164.0,2023,0.9632967088462198
37-0684691,50471561.0,48099140.0,2023,0.9529948954818338
37-1089023,1447432.0,1362761.0,2023,0.9415026059946167
37-1089178,1118640.0,924623.0,2023,0.8265599299148967
37-1097200,3024251.0,2645820.0,2023,0.8748678598436439
37-1097202,1000489.0,1599194.0,2023,1.5984123763479658
37-1242862,12427969.0,11106867.0,2023,0.8936992842515137
37-1307763,1505628.0,802499.0,2023,0.5329995191375293
37-1346397,2676122.0,2423912.0,2023,0.9057554177275924
37-1395774,847170.0,882198.0,2024,1.041347073196643
37-1450881,58864.0,26772.0,2023,0.45481108997010056
37-1753984,1715134.0,1484885.0,2024,0.8657545124754101
37-6062326,43909375.0,38293735.0,2023,0.8721084050957227
37-6147532,15742445.0,17327982.0,2024,1.100717328216805
38-0350304,58621064.0,61273657.0,2023,1.0452498269222816
38-1358172,36706890.0,26333312.0,2023,0.7173942548660484
38-1358212,880490402.0,904524555.0,2023,1.027296325939962
38-1362830,746553663.0,766593955.0,2023,1.0268437394298875
38-1369796,17470918.0,15399615.0,2023,0.8814428068404877
38-1474929,48974512.0,47807576.0,2023,0.9761725854460785
38-1507046,13830869.0,13543407.0,2023,0.9792159118852185
38-1660960,1277089.0,1229949.0,2023,0.9630879288757479
38-1676540,7785315.0,2354945.0,2023,0.3024855127891421
38-1707521,26379811.0,28782193.0,2023,1.0910689617905147
38-1852799,1858392.0,1947796.0,2023,1.0481082570308093
38-2083220,556839.0,556225.0,2023,0.9988973473481563
38-2208980,4769794.0,4386328.0,2023,0.9196053330605053
38-2252958,140378.0,383177.0,2023,2.7296086281326133
38-2292020,6038973.0,6382726.0,2023,1.0569224270418165
38-2377821,378809090.0,400589700.0,2023,1.0574975906729165
38-2425199,4132421.0,3386452.0,2023,0.8194837844450021
38-2516989,1214457.0,1454927.0,2022,1.1980061871272512
38-2534392,747988.0,745444.0,2023,0.9965988759177955
38-2561225,3617526.0,4290830.0,2023,1.186122781149327
38-2716658,1551252.0,1735893.0,2023,1.1190270826403448
38-2874694,7026231.0,6992073.0,2023,0.995138503132049
38-2884074,1308462.0,2146126.0,2023,1.640189780062394
38-2902088,900818.0,864225.0,2023,0.9593780319665015
38-2927999,6942623.0,5960813.0,2024,0.8585822678258636
38-2957148,99423284.0,9891797.0,2023,0.09949175486901037
38-3080446,1718675.0,1510493.0,2023,0.8788706416279983
38-3080448,2551393.0,2334746.0,2023,0.91508677808554
38-3201091,948676.0,1463232.0,2022,1.5423938204402767
38-3317919,7685372.0,5224644.0,2023,0.6798166699022506
38-3323628,970327.0,2064516.0,2023,2.1276497510633012
38-3399769,863317.0,1051996.0,2023,1.2185512390002746
38-3409849,16733074.0,17487667.0,2023,1.0450958980997753
38-3610205,833070.0,892876.0,2023,1.0717898856038508
38-3620056,860787.0,786956.0,2023,0.9142284909042538
38-3626401,10650612.0,10443254.0,2023,0.9805308840468511
38-3689305,1643769.0,178215.0,2014,0.10841851866046871
38-4033238,628501.0,48903.0,2023,0.0778089454113836
38-6000029,254736004.0,233788889.0,2023,0.9177693193302977
38-6020434,50683673.0,44232925.0,2023,0.8727253251752295
39-0704510,23063676.0,25990107.0,2023,1.126884846977559
39-0806174,3405853.0,3867004.0,2023,1.135399560697423
39-0806250,80736809.0,92576474.0,2023,1.1466451937678142
39-0806404,87829796.0,82056626.0,2023,0.934268662083651
39-0806828,41450526.0,41096760.0,2023,0.9914653435278481
39-0807065,20316162.0,20764733.0,2023,1.0220795148217463
39-0808442,95257833.0,89123318.0,2023,0.9356009389799996
39-0819992,29889394.0,30619654.0,2023,1.0244320778132872
39-0821863,10240001.0,9753258.0,2023,0.9524665085481925
39-0831153,31916309.0,35092367.0,2023,1.099512070772344
39-0833966,3107085.0,2991744.0,2023,0.962878067384703
39-0848401,39767580.0,39528290.0,2023,0.9939827869837692
39-0863391,36295084.0,41937912.0,2023,1.1554708621145497
39-0869788,38468676.0,33247456.0,2023,0.8642734675869791
39-0871113,56399043.0,46463955.0,2023,0.8238429683993043
39-0873606,31129579.0,37278756.0,2023,1.1975348590483668
39-0929538,32953831.0,26919971.0,2023,0.8168995890037792
39-0985690,17625379.0,16489996.0,2023,0.9355824915878405
39-1038707,2526489.0,2599221.0,2023,1.0287877762380917
39-1043627,1932564.0,1576848.0,2023,0.8159357206281396
39-1090394,78403388.0,12531647.0,2023,0.1598355290462703
39-1276210,6817136.0,8036459.0,2023,1.17886147496544
39-1278299,1915299.0,2223791.0,2023,1.1610672798346369
39-1308555,1008681.0,959878.0,2023,0.9516170127126415
39-1322995,2492040.0,1103749.0,2023,0.44290982488242564
39-1365168,19400445.0,17469099.0,2023,0.9004483660039757
39-1373090,4243963.0,752000.0,2023,0.17719287373617537
39-1378449,1772191.0,1259813.0,2023,0.7108787935386197
39-1403276,1400070.0,1379799.0,2023,0.9855214382138036
39-1441770,4365197.0,1613465.0,2023,0.369620202707919
39-1478014,5654859.0,3480546.0,2023,0.6154965137061773
39-1536207,86854899.0,81607919.0,2024,0.9395891301422157
39-1742974,10510903.0,10051176.0,2023,0.9562618930076702
39-1837474,11716959.0,7621123.0,2023,0.6504352366514212
39-1864684,4640996.0,3337542.0,2023,0.719143476960549
39-1893658,732818.0,709948.0,2023,0.9687917054439165
39-1893799,427910.0,685730.0,2023,1.6025098735715455
39-1904975,10830530.0,11078948.0,2023,1.0229368276529403
39-1906153,13826247.0,12991674.0,2023,0.9396385005996204
39-2007850,2569588.0,2342316.0,2022,0.9115531361447827
39-2010184,2030259.0,2175050.0,2023,1.0713165167596843
39-2023114,4154190.0,3958979.0,2023,0.9530086490988616
41-0695462,21392686.0,22681581.0,2023,1.0602493300747742
41-0706115,20734963.0,20919092.0,2023,1.008880121946685
41-0706143,32303919.0,30509690.0,2023,0.9444578535502147
41-0724029,62998183.0,68469103.0,2023,1.0868425046481103
41-0726173,10143017.0,11484437.0,2023,1.1322505917125052
41-0837659,14737443.0,14496091.0,2023,0.9836232106207298
41-0871848,2362325.0,2210954.0,2023,0.9359228725937371
41-0883453,11384117.0,10758301.0,2023,0.9450272691329508
41-0948382,56035773.0,54331454.0,2023,0.9695851612504748
41-0968007,2434010.0,2459991.0,2023,1.0106741549952547
41-0983062,4910696.0,4849249.0,2023,0.9874871097701833
41-0993494,9192949.0,9654137.0,2023,1.0501675795220882
41-1324087,1054361.0,1292001.0,2023,1.2253876992794688
41-1333578,1456087.0,1280166.0,2023,0.8791823565487502
41-1354967,4575456.0,5325060.0,2023,1.1638315394137764
41-1380923,4895950.0,5723188.0,2023,1.1689637353322644
41-1386635,1425739.0,2073571.0,2023,1.4543833057803708
41-1390018,2614831.0,2630886.0,2023,1.006139976159071
41-1447503,1959569.0,1989817.0,2023,1.0154360474165494
41-1464430,3421616.0,3653766.0,2024,1.0678480577598422
41-1616861,55474462.0,45512446.0,2023,0.8204215842597987
41-1647585,1053467.0,817421.0,2023,0.7759341298778225
41-1651783,25385711.0,25385796.0,2023,1.000003348340332
41-1670818,6256124.0,6469837.0,2023,1.034160608069789
41-1675502,4717188.0,21354.0,2023,0.004526849470489622
41-1678328,3852925.0,2127547.0,2023,0.5521900893477034
41-1703162,6579487.0,5814752.0,2023,0.883769813664804
41-1753148,9886783.0,2724604.0,2023,0.2755804390568702
41-1821520,3922320.0,4300024.0,2023,1.0962960696730506
41-1836919,21142915.0,10679953.0,2023,0.5051315298765567
41-1856806,2144896.0,1819478.0,2024,0.8482826206958286
41-1883153,9848549.0,10136049.0,2023,1.029192117539345
41-1897793,1842249.0,1500210.0,2023,0.8143361727974883
41-1931304,1648175.0,1767759.0,2024,1.0725554021872676
41-1935027,179673196.0,176335308.0,2023,0.9814224487886329
41-1968154,1156024.0,305751.0,2024,0.2644849933911407
41-1971550,848742.0,828482.0,2023,0.976129377360847
41-1976895,265280.0,305220.0,2024,1.1505579010856453
41-1984081,5805535.0,6301870.0,2023,1.0854934127517963
41-2004557,1865211.0,992319.0,2023,0.5320143404687191
41-2011396,15051514.0,12837362.0,2023,0.8528950642440355
41-2019107,3921257.0,352490.0,2023,0.08989209327519211
41-2059305,1438372.0,1150746.0,2023,0.8000336491533484
42-0680308,42204709.0,47214904.0,2023,1.1187117532311384
42-0698245,25418285.0,24097910.0,2023,0.9480541271765581
42-0727488,17237889.0,26521062.0,2023,1.5385330535542954
42-0738969,13095633.0,14695481.0,2023,1.1221665268108842
42-0843389,27848300.0,28498206.0,2023,1.0233373670924257
42-0953968,26064011.0,25831035.0,2023,0.9910613911266382
42-1096027,947578.0,933954.0,2023,0.9856222917796741
42-1126653,1172120.0,565605.0,2023,0.4825487151486196
42-1416426,6733372.0,5929225.0,2023,0.8805729135416847
42-1418132,18436674.0,16733635.0,2023,0.9076276447693331
42-1489471,30439908.0,29072880.0,2024,0.9550909286585229
42-1489488,5640018.0,4608575.0,2023,0.8171206191185915
42-1509105,526111.0,509678.0,2023,0.9687651465185103
42-1510879,19273540.0,8918068.0,2023,0.46271043098465564
42-1653982,1257013.0,900036.0,2023,0.7160116880255017
42-1711239,4608812.0,3228643.0,2023,0.7005369279545358
43-1992651,732251.0,704853.0,2023,0.9625838680998728
43-2104075,2446820.0,2063038.0,2023,0.8431507017271397
45-0226426,15579190.0,15705703.0,2023,1.0081206404184042
45-0226729,24974814.0,24239909.0,2023,0.9705741552269418
45-0308484,20573775.0,16963918.0,2023,0.8245408535866655
45-0343834,1585316.0,1682272.0,2023,1.0611587847470156
45-0354762,1014728.0,991749.0,2023,0.9773545225912756
45-0358986,10028814.0,10201952.0,2023,1.0172640553509118
45-0425948,16276380.0,15485522.0,2023,0.951410694515611
45-0447670,11285565.0,9092741.0,2023,0.8056965690242358
45-0455343,2193715.0,2068973.0,2024,0.9431366426358939
45-0458242,17303234.0,17020297.0,2023,0.9836483168406553
45-0464988,916646.0,753980.0,2023,0.8225421809509887
45-1257972,73808126.0,73920924.0,2023,1.0015282599100268
45-2412695,836223.0,1500758.0,2023,1.7946863456279007
