ein,total_revenue,program_expenses,tax_year,efficiency_ratio
45-2612118,18955356.0,21481371.0,2023,1.133261279819804
45-2696517,122112231.0,88885232.0,2023,0.727897863073192
45-2743815,5899338.0,643704.0,2023,0.10911461591114122
45-2907584,1976301.0,1444625.0,2023,0.7309741785284731
45-2942323,2929910.0,2778125.0,2023,0.9481946544433105
45-3215312,28703872.0,20919363.0,2023,0.728799341078444
45-3810502,4362985.0,946570.0,2023,0.21695467667204907
45-3848293,1500394.0,1273424.0,2023,0.8487264011986185
45-3971533,832704.0,671820.0,2022,0.8067932902928291
45-4135784,2442872.0,3490629.0,2023,1.4289037657314834
45-4247023,1525514.0,652021.0,2023,0.4274106956737205
45-4367209,12196127.0,12965259.0,2023,1.0630636266742712
45-4475683,20857122.0,18800973.0,2023,0.9014174151160452
45-4582324,8677582.0,5942945.0,2023,0.684861865897666
45-5423994,4054624.0,3990014.0,2023,0.9840651069001712
45-5596833,1031019.0,1013993.0,2023,0.9834862403117692
45-6011769,2046324.0,2061813.0,2023,1.007569182592786
45-6013474,21422108.0,20531614.0,2023,0.9584310750370598
46-0224598,200128779.0,209172426.0,2023,1.0451891379400262
46-0226738,30157075.0,23596492.0,2023,0.7824529401475442
46-0246437,4498402.0,5099735.0,2023,1.1336770257527007
46-0255944,27167311.0,28184742.0,2023,1.0374505596081998
46-0274380,28422776.0,30070356.0,2023,1.057966892466802
46-0356287,1271619.0,1428924.0,2023,1.123704505830756
46-0360899,210662984.0,200759854.0,2023,0.9529906497479406
46-0414463,3726317.0,4532362.0,2023,1.2163114410287692
46-0468444,1959188.0,1833662.0,2023,0.9359295789888464
46-0639645,1151795.0,1349879.0,2023,1.1719785204832458
46-0726303,280270366.0,307154942.0,2023,1.0959237195986677
46-0779062,3306782.0,3009694.0,2023,0.9101579723126593
46-0980402,144857.0,144256.0,2023,0.9958510807209869
46-1051875,9946832.0,4367434.0,2023,0.4390778893219469
46-1134776,853171.0,1620799.0,2023,1.8997352230678257
46-1393755,3218185.0,14701436.0,2023,4.568238308238961
46-1549875,5835819.0,5838144.0,2023,1.000398401663931
46-1551173,3300746.0,1193643.0,2023,0.36162825009861405
46-2014496,1119419.0,1000890.0,2023,0.8941156081860322
46-2590581,5316282.0,5333350.0,2023,1.003210514415902
46-2820184,1228028.0,1014992.0,2024,0.8265218708368213
46-2898940,960618.0,1257403.0,2023,1.308952153717711
46-2997666,1801771.0,2249853.0,2023,1.2486897613514703
46-3069542,9198561.0,8255942.0,2023,0.8975253846770164
46-3360695,880013.0,901779.0,2023,1.0247337255245093
46-3675050,10905992.0,12121550.0,2023,1.1114578114489724
46-4036273,1605417.0,1707660.0,2023,1.063686257215415
46-4136425,7827561.0,1679501.0,2023,0.21456249271005362
46-4183160,1060083.0,2510173.0,2023,2.367902324629298
46-4290005,1892933.0,1211778.0,2023,0.6401589491017379
46-4856936,11466467.0,11466467.0,2023,1.0
46-4959371,2402541.0,2402541.0,2023,1.0
46-5090278,424569967.0,450225227.0,2023,1.0604264596982198
46-5143606,225158457.0,235178585.0,2023,1.044502561145194
46-5304400,611069.0,684715.0,2023,1.1205199412832265
46-5311242,2555779.0,2769315.0,2023,1.0835502600185696
46-5336895,3526399.0,1223955.0,2022,0.3470835262827604
46-5593933,5042886.0,3318567.0,2023,0.6580690104832828
46-5737246,1750285.0,1007542.0,2023,0.5756445378895437
46-6015787,6602709.0,7002853.0,2023,1.060603004009415
47-0461859,29466297.0,28929145.0,2023,0.9817706310365364
47-0463911,46668664.0,40399808.0,2023,0.8656731206190089
47-0468078,36036401.0,31508885.0,2023,0.8743627034231304
47-0486026,55545631.0,49139219.0,2023,0.8846639801427406
47-0548478,1120105.0,1127291.0,2023,1.006415469978261
47-0614058,862043.0,836385.0,2024,0.9702358235030039
47-0771964,26500.0,169553.0,2023,6.3982264150943395
47-0785685,72553056.0,94749069.0,2023,1.3059280232110415
47-0803373,1414651.0,1265094.0,2022,0.8942799319408108
47-0838482,454352.0,526425.0,2023,1.15862811212452
47-0841285,35930314.0,31246885.0,2023,0.8696524333185621
47-1060223,1826120.0,2800961.0,2023,1.533831840185749
47-1204443,43229334.0,28120736.0,2023,0.6505012545416499
47-1508832,530697.0,249389.0,2023,0.46992728430724123
47-1872208,4024488.0,3544545.0,2023,0.8807443331921974
47-1920172,515692.0,339601.0,2023,0.658534551631594
47-2014889,2336407.0,788086.0,2024,0.33730681341050595
47-2226030,344200.0,484923.0,2023,1.4088407902382336
47-2237488,31590718.0,12858781.0,2023,0.4070430118112542
47-2312721,1166230.0,1189177.0,2023,1.0196762216715398
47-2379743,1336432.0,1334752.0,2024,0.9987429214505489
47-2584315,8556639.0,10038709.0,2023,1.1732070267309396
47-2882533,867648.0,651605.0,2023,0.7510015582355979
47-3198605,677479.0,640785.0,2023,0.9458374355515079
47-4344802,24126745.0,22753691.0,2023,0.9430899609541196
47-4379637,26418382.0,21846128.0,2024,0.8269290677983232
47-4579061,264527.0,157464.0,2023,0.5952662677155829
47-4591341,4439376.0,4174618.0,2023,0.9403614381841051
47-4619038,1172480.0,1246711.0,2024,1.0633111012554586
47-4688867,9784377.0,5082048.0,2023,0.5194043524692477
47-4914917,207776395.0,223515157.0,2023,1.075748556519137
47-5564646,2523839.0,2472280.0,2024,0.9795712008571069
47-5629011,5796103.0,2720869.0,2023,0.4694307537322922
48-6107868,1041838.0,1469118.0,2022,1.4101213432414637
51-0066725,5343423.0,5724818.0,2023,1.071376531485529
51-0101188,6731576.0,6191988.0,2023,0.9198422479371844
51-0103684,2697997080.0,2588355960.0,2023,0.9593620316297747
51-0107088,123946874.0,121397331.0,2023,0.9794303565897111
51-0178917,4525282.0,4465376.0,2023,0.9867619299747508
51-0376650,3380488.0,2457262.0,2023,0.726895643469227
51-0387484,1179736.0,1702663.0,2023,1.443257644083083
51-0415780,1916736.0,2535953.0,2023,1.3230580528565228
51-0436665,1620487.0,909476.0,2023,0.5612362209632042
52-0192004,36120781.0,23753467.0,2023,0.6576122205109574
52-0591586,51165512.0,49700412.0,2023,0.9713654775896702
52-0607930,20243258.0,18651815.0,2023,0.9213840479630304
52-0886223,2408525.0,4010590.0,2023,1.6651643640817513
52-0892064,69564440.0,77404775.0,2023,1.1127060751153894
52-0955532,79018802.0,56849229.0,2023,0.7194392671253103
52-1186250,4125675.0,4325065.0,2024,1.0483290613051197
52-1217106,15166156.0,14985037.0,2023,0.9880576858104321
52-1226188,11322319.0,12105197.0,2024,1.0691446690382067
52-1256458,8083211.0,7129387.0,2023,0.8819993688151899
52-1362103,4436577.0,4296781.0,2023,0.9684901220017144
52-1372665,308698017.0,314574011.0,2023,1.0190347643211457
52-1431619,8507261.0,8481485.0,2024,0.9969701176442101
52-1442707,1318455.0,1476149.0,2023,1.1196051438994885
52-1477004,1408198.0,1732871.0,2023,1.2305591969311134
52-1513535,4575550.0,5173411.0,2023,1.1306642917244922
52-1522421,4237850.0,3746011.0,2024,0.8839413853722996
52-1631939,28385531.0,23156342.0,2022,0.815779771743569
52-1632468,4865383.0,3975555.0,2023,0.8171103898706433
52-1712905,22884739.0,1811792.0,2023,0.0791703152043814
52-1729460,4529782.0,4166514.0,2023,0.9198045292245852
52-1744007,6026374.0,11490233.0,2023,1.9066578011918942
52-1771022,1067836.0,1269507.0,2023,1.1888595252454497
52-1797072,3868392.0,3820232.0,2023,0.9875503826913095
52-1822533,4243000.0,3368096.0,2023,0.7938006127739807
52-1860524,772247.0,857930.0,2023,1.1109528428080653
52-1888775,64061078.0,78590690.0,2023,1.2268087340022595
52-1901220,7015981.0,4793598.0,2023,0.6832398776450507
52-1920863,1510927.0,1556461.0,2023,1.0301364658914693
52-1929523,3147066.0,3444244.0,2021,1.0944301771872595
52-1942257,6820855.0,7146211.0,2023,1.0477001783500748
52-1963655,2054966.0,2128699.0,2021,1.0358803989944358
52-1965128,3551240.0,39504132.0,2021,11.124038927247947
52-2023392,16341799.0,16462476.0,2023,1.0073845602922908
52-2063810,2280248.0,1804953.0,2023,0.7915599531279054
52-2122145,32021373.0,36270635.0,2023,1.1327008058024246
52-2129899,865844.0,668040.0,2023,0.7715477614905225
52-2187972,2195212.0,2150445.0,2023,0.9796069810114012
52-2264611,52825850.0,33970570.0,2023,0.643067172605836
52-2283835,31691795.0,24142792.0,2022,0.7617994499838208
52-2296718,878301.0,929880.0,2023,1.0587258809906854
52-2322163,737556.0,924219.0,2023,1.2530831557197013
52-2353661,10248895.0,9895876.0,2023,0.9655554086562502
53-0204621,19411205.0,21299122.0,2023,1.0972591346080782
54-0505955,5745452.0,1385040.0,2023,0.24106719540951696
54-0505973,16363325.0,15930458.0,2023,0.9735465133156006
54-0551711,148968875.0,189106009.0,2023,1.2694330208239808
54-1031437,37077060.0,31845752.0,2023,0.8589071517536719
54-1082222,1762305.0,1744116.0,2024,0.9896788580864266
54-1190773,7219421.0,2703221.0,2023,0.3744373683152707
54-1251090,2379216.0,2333063.0,2023,0.9806015931298377
54-1428495,1287443.0,1440483.0,2023,1.11887128206841
54-1516042,2944714.0,1455542.0,2023,0.4942897680385939
54-1582304,12618213.0,10696506.0,2024,0.8477037120866481
54-1587929,698246.0,429319.0,2023,0.6148535043523343
54-1623646,1637264.0,1557867.0,2023,0.951506293426106
54-1691371,2103747.0,2718893.0,2024,1.2924049327224234
54-1799922,5706040.0,4498113.0,2024,0.7883073024374172
54-1911091,12376635.0,12435634.0,2023,1.0047669661422511
54-1916517,3106279.0,2645107.0,2023,0.8515355510564248
54-1950038,2611517.0,2229018.0,2023,0.8535337889816532
54-1963797,1336012.0,570552.0,2024,0.42705604440678674
54-1964259,1282504.0,1109116.0,2023,0.8648051000230799
54-1997025,1989201.0,1071241.0,2023,0.5385282834665778
54-2006078,2566199.0,2677674.0,2023,1.0434397332397058
54-2065665,23750328.0,23924632.0,2023,1.0073390144338217
55-0477361,72177450.0,70345825.0,2023,0.9746233068638473
55-0518114,1607220.0,1464908.0,2023,0.9114545612921691
55-0629032,31256472.0,30644431.0,2023,0.9804187433565759
55-0647494,1102754.0,1185325.0,2023,1.07487708047307
55-0678214,1013705.0,960450.0,2024,0.9474649922807917
55-0689535,1924024.0,4652216.0,2023,2.417961522309493
55-0745158,3428708.0,1502981.0,2023,0.43835199731210706
55-6025355,13634857.0,14454382.0,2023,1.0601051408166584
56-0525657,14775129.0,17122522.0,2023,1.1588746196395308
56-0538020,138112354.0,129893199.0,2023,0.9404893569477499
56-0554222,48167182.0,42091076.0,2023,0.8738538202214113
56-0594591,18789212.0,18011849.0,2023,0.9586271632892321
56-0653348,35105750.0,36656326.0,2023,1.044168718799627
56-0988617,809496.0,654613.0,2023,0.8086673683378299
56-1053910,1999631.0,1634709.0,2023,0.8175053297333358
56-1165833,3765330.0,2257284.0,2023,0.5994916780202532
56-1188297,829669.0,842459.0,2023,1.0154157862954987
56-1203878,3112357.0,2383170.0,2023,0.7657122881468932
56-1282557,38895412.0,36886596.0,2023,0.9483533944826192
56-1376950,4015833950.0,3902611082.0,2023,0.9718058890358253
56-1383462,1208508.0,1113022.0,2023,0.9209885246932581
56-1438138,2027562.0,1945775.0,2022,0.9596623925680201
56-1478458,2430435.0,1978021.0,2023,0.8138547214798997
56-1478492,48517989.0,47059216.0,2023,0.969933358120016
56-1488791,1582133.0,1697478.0,2023,1.0729047431537044
56-1509260,1623067183.0,1623015427.0,2023,0.9999681122257033
56-1728944,2547790.0,1967801.0,2023,0.7723560419029826
56-1822730,1521275.0,650472.0,2023,0.4275834415210925
56-1844262,69080898.0,68916772.0,2023,0.997624147850539
56-1856590,1487002.0,1335652.0,2023,0.8982180252615666
56-1865248,915962.0,871894.0,2024,0.95188883381625
56-1912849,2007879.0,1553079.0,2023,0.7734923269778706
56-1924027,5929453.0,3356425.0,2023,0.5660598034928348
56-1935926,1936204.0,1702291.0,2023,0.8791898994114257
56-2009319,1044320.0,1047730.0,2023,1.003265282671978
56-2049813,4086282.0,3418106.0,2023,0.8364831404195795
56-2055131,3429395.0,3468647.0,2022,1.011445750635316
56-2057124,1171581.0,862815.0,2022,0.7364535614695015
56-2057448,462855.0,669822.0,2023,1.4471529960786855
56-2086735,2105325.0,1949761.0,2023,0.9261092705401779
56-2093795,677423.0,839944.0,2023,1.2399106614331075
56-2095382,16371991.0,20624999.0,2023,1.2597734142414323
56-2217808,2623721.0,1409005.0,2023,0.5370254687903173
56-2267077,724460.0,896497.0,2023,1.2374692874692874
56-2273642,1860289.0,1797094.0,2023,0.966029471764871
56-6536254,2099272.0,1986067.0,2023,0.946074162852646
57-0342027,34634372.0,31331160.0,2022,0.9046261904214692
57-0468486,6704989.0,15062551.0,2023,2.246469159009806
57-0534143,6485782.0,5291432.0,2023,0.8158510415552049
57-0707663,5137686.0,2062871.0,2023,0.40151753143341185
57-0730861,1882320.0,2287363.0,2023,1.2151828594500405
57-0750323,376619.0,1266931.0,2022,3.3639593329067305
57-0760599,2226620.0,2397506.0,2023,1.0767468180470847
57-0904064,1377612.0,1250300.0,2023,0.9075850094221014
57-1014137,5558285.0,4567389.0,2023,0.8217263058659281
57-1063487,1213045.0,1256216.0,2023,1.0355889517701322
57-1102885,4867904.0,4184297.0,2023,0.8595685124439595
57-1126478,2486725.0,1233207.0,2023,0.495916114568358
58-1317668,1328671.0,846881.0,2023,0.6373895418805708
58-1354169,1633826.0,1580093.0,2023,0.9671121649429009
58-1505908,2127953.0,2964718.0,2023,1.393225320296078
58-1562750,67731085.0,57501791.0,2023,0.8489719454516342
58-1640904,1352794.0,1270912.0,2023,0.9394719373385748
58-1652358,3578507.0,4475302.0,2024,1.2506059091123756
58-1821225,2398182.0,2539147.0,2023,1.05877994247309
58-1888268,4613273.0,3563198.0,2023,0.7723796098778459
58-2089068,3025908.0,3028127.0,2023,1.0007333335977169
58-2282396,2836177.0,2792732.0,2023,0.9846818446098392
59-1762020,4882966.0,5779194.0,2023,1.1835417244355173
59-3788888,1658873.0,775526.0,2023,0.46750173159729524
61-0523304,88641505.0,84661051.0,2023,0.9550949185711591
61-0549561,11964663.0,12439853.0,2023,1.0397161207131367
61-0605336,210651104.0,221482866.0,2023,1.0514203903721293
61-0703077,1771619.0,1600759.0,2023,0.9035571418008048
61-0966651,773985.0,732697.0,2023,0.9466552969372791
61-0999804,1493958.0,1803232.0,2023,1.2070165292464714
61-1096261,1486629.0,1687390.0,2023,1.1350444529199955
61-1103422,2548565.0,2430329.0,2023,0.9536068336495244
61-1140804,1022223.0,942264.0,2024,0.9217792986461858
61-1191524,3078114.0,3139516.0,2023,1.019947929154021
61-1206831,754039.0,800098.0,2023,1.0610830474285813
61-1216638,649146.0,758556.0,2023,1.1685445184904475
61-1276558,1316549.0,1297657.0,2023,0.9856503631843555
61-1388556,37041345.0,28719014.0,2023,0.7753231962824244
61-1388928,7997389.0,7409895.0,2023,0.9265392742556352
61-1401738,1695798.0,979371.0,2023,0.5775281018140133
61-1656588,1058582.0,984712.0,2023,0.93021797083268
61-1685958,3107799.0,2416639.0,2023,0.7776046649091527
62-1691489,38675988.0,36646509.0,2023,0.9475261239609445
68-0594528,2302524.0,2346739.0,2023,1.0192028400138282
71-1019574,12116344.0,7931365.0,2023,0.6546005131580945
72-1525725,36150053.0,36093099.0,2023,0.9984245113001632
74-3096209,1628276.0,1505061.0,2023,0.9243279394893741
74-3231089,1814924.0,1301577.0,2023,0.7171523435692073
75-3148958,186359205.0,168040159.0,2023,0.9017003426259519
80-0103166,6149657.0,5369058.0,2024,0.8730662539390408
80-0163521,11896335.0,2772485.0,2023,0.233053709398735
80-0230140,621850.0,595226.0,2023,0.9571858165152368
80-0576305,211380.0,175483.0,2023,0.830177878701864
80-0837567,1477076.0,1454260.0,2024,0.9845532660472447
80-0903340,2568232.0,2418457.0,2024,0.9416816705032879
81-0583436,476733.0,663140.0,2023,1.3910092231920173
81-0893103,19764900.0,16338143.0,2023,0.8266241164893321
81-1275438,1227800.0,1185194.0,2023,0.9652989086170386
81-1349143,970642.0,989124.0,2023,1.0190410058497366
81-1534304,1291052.0,1697131.0,2023,1.3145334192580933
81-1594222,329526.0,322376.0,2023,0.9783021673555349
81-1723202,2854976046.0,2274451398.0,2023,0.7966621650597204
81-1907116,7564414.0,3437769.0,2023,0.4544660035793916
81-2173786,701004.0,679350.0,2023,0.9691100193436842
81-2772554,72012207.0,71463190.0,2023,0.9923760564649824
81-2921046,714593.0,660066.0,2023,0.9236950263996428
81-2969704,939970.0,424990.0,2023,0.45213145100375546
81-3057920,758136.0,1076799.0,2023,1.4203243217575738
81-3160991,2507797.0,1537439.0,2023,0.6130635773150698
81-3249020,727499.0,673808.0,2023,0.9261978366980573
81-3389623,3809313.0,3659640.0,2023,0.9607086632156507
81-3799018,3262773.0,3858648.0,2023,1.1826283961525978
81-3953180,1311900.0,1416862.0,2023,1.0800076225322053
81-4602703,580819.0,408672.0,2023,0.703613345982139
81-4744675,1123274.0,1126284.0,2023,1.0026796667598468
81-5034179,76201417.0,73892219.0,2023,0.969696127829224
81-5280080,1407251.0,903563.0,2023,0.6420766444649888
81-5454306,-383818.0,170904.0,2023,
82-0719315,499922.0,459331.0,2023,0.9188053336320466
82-0818155,3171921.0,1601549.0,2023,0.5049145297124361
82-1143067,674022.0,409438.0,2022,0.6074549495417063
82-1235705,26409094.0,27119201.0,2023,1.0268887300715428
82-1252089,347012.0,306188.0,2023,0.8823556534067986
82-1392228,1272361.0,1158143.0,2023,0.9102314516084664
82-1401986,10287857.0,5117143.0,2023,0.49739639654789136
82-1577991,991930.0,1314554.0,2023,1.3252487574728056
82-1933696,2205326.0,1056080.0,2023,0.47887704584265545
82-2060774,337454.0,309211.0,2023,0.9163056298043585
82-2299994,19818318.0,16771828.0,2023,0.8462790838253781
82-2354171,5704530.0,4234658.0,2023,0.7423324971557692
82-2359401,143712.0,242875.0,2023,1.690011968381207
82-2508931,1106432.0,682741.0,2023,0.6170654861753818
82-2577178,213402984.0,210114759.0,2023,0.9845914760029785
82-2966384,13996136.0,13574561.0,2023,0.9698791866555169
82-3351373,4074558.0,3653947.0,2023,0.8967713798650062
82-3417166,1417211.0,1280042.0,2023,0.903212012890106
82-4122848,5092580.0,1763898.0,2023,0.3463662819238971
82-4757260,201551931.0,193829833.0,2023,0.9616868071583993
82-5217687,32294170.0,45173732.0,2023,1.3988200346997617
83-0614523,69692189.0,66124778.0,2023,0.948811896265735
83-1362276,156438442.0,131421027.0,2023,0.8400814104246832
83-1866109,30849054.0,42972737.0,2023,1.3930001548831934
83-2134543,21484112.0,21155521.0,2023,0.9847053953172465
83-2227652,1148056.0,162135.0,2023,0.141225689339196
83-2643429,10363482.0,6077976.0,2024,0.5864801038878632
83-2954565,747482.0,747620.0,2023,1.0001846198303104
83-3200970,8304583.0,6458316.0,2023,0.77768095038607
83-3210801,2251806.0,2288555.0,2023,1.0163197895378198
83-3499967,662055.0,622246.0,2023,0.939870554561177
83-3889663,4986199.0,254320.0,2023,0.05100478340314937
83-4059404,2087892.0,5441.0,2023,0.0026059777038275928
84-1650039,14111076.0,19106236.0,2023,1.3539885973259587
84-1926748,1098877.0,954455.0,2023,0.8685730978080349
84-1949748,9373374.0,11876136.0,2022,1.2670075897963742
84-2173880,23871890.0,705557.0,2023,0.029555975668453565
84-2260420,289235.0,8000.0,2023,0.027659169879164003
84-2655937,4490874.0,524548.0,2024,0.11680309890680522
84-2931315,22481904.0,6651473.0,2023,0.29585897173121994
84-2983983,8574943.0,8894629.0,2023,1.0372814139989035
84-3040502,3293740.0,799970.0,2023,0.2428758796990655
84-3178470,1246089040.0,1176817380.0,2023,0.9444087398441446
84-3196350,35925141.0,37979925.0,2023,1.0571962682067135
84-3203088,1660370.0,1194067.0,2023,0.719157175810211
84-3332182,399105.0,409186.0,2023,1.0252590170506508
84-3381632,1787084.0,477965.0,2023,0.26745525112417773
84-3428678,1665827.0,1640527.0,2023,0.9848123484611547
84-3480493,39246340.0,36703718.0,2023,0.9352137804442402
84-4261122,40183451.0,31002755.0,2023,0.7715304243032785
84-4629801,2033907.0,568430.0,2023,0.2794768885696347
84-4887232,645881.0,421210.0,2023,0.6521479963027245
84-5026978,1582057.0,1110080.0,2023,0.7016687767886998
85-0626336,1737037.0,1341552.0,2023,0.772322063375737
85-0630127,828519.0,725615.0,2024,0.8757976582311329
85-1140807,2004687.0,1865116.0,2023,0.9303776599538981
85-1271112,75009.0,95996.0,2022,1.2797930914956872
85-1608328,110478228.0,137588524.0,2023,1.2453903949292162
85-1620990,69315129.0,141665788.0,2023,2.0437931811394305
85-2431526,2486572.0,155706.0,2023,0.0626187377642795
85-2985806,63728712.0,57167818.0,2023,0.8970496375322947
85-3033915,73294481.0,58639106.0,2024,0.8000480418164091
85-3066169,1431327.0,1322770.0,2023,0.9241563947302049
85-3230655,2499025.0,2633616.0,2023,1.0538574043877111
85-3600586,880737.0,734167.0,2023,0.833582556427174
85-3706751,934673.0,2902588.0,2023,3.1054582725723328
85-3994078,9014781.0,9736153.0,2023,1.0800210232505925
85-4188860,4238819.0,178499.0,2023,0.04211055013200611
86-0558130,1889493.0,1880703.0,2023,0.9953479584205922
86-1080961,621645.0,838481.0,2023,1.3488100121451954
86-1179451,5039145.0,4664431.0,2023,0.9256393693771463
86-2348362,7351435.0,3002640.0,2023,0.4084427054037749
86-2358048,129628867.0,172473673.0,2023,1.3305190193477507
86-2614124,29176927.0,22895067.0,2023,0.7846976825215349
87-0761142,1681604.0,1778731.0,2023,1.0577585448179239
87-2852513,212923.0,346619.0,2023,1.6279077412961493
87-3486516,163253423.0,174468418.0,2023,1.068696844414711
87-4495365,722652.0,617965.0,2023,0.8551349750640695
88-0575974,665443.0,559666.0,2023,0.8410427339381434
88-0984307,703628.0,188321.0,2023,0.2676428453671542
88-1295056,860395.0,1120792.0,2023,1.3026482022791857
88-2182886,1960238.0,1793606.0,2023,0.9149939956270616
88-2726911,1054916.0,912058.0,2023,0.8645787911075384
88-2816453,1620944.0,31781.0,2023,0.019606476226199054
88-3577015,67220872.0,81436322.0,2023,1.2114737517835235
88-4142509,23755672.0,29121380.0,2023,1.225870604712845
90-0805115,165555027.0,147069397.0,2023,0.8883414757318121
91-2156197,1520298.0,1422258.0,2023,0.9355126429160598
92-0514866,3097973.0,2780692.0,2024,0.8975843236851967
92-0573933,33055907.0,42372338.0,2023,1.281838613594841
92-0574426,18707485.0,21791254.0,2023,1.164841452498826
92-0683551,2050620.0,17426.0,2023,0.008497917702938623
92-1715117,33078441.0,33743126.0,2023,1.0200942057698548
92-2025224,200.0,90266.0,2023,451.33
92-2511120,74030.0,42015.0,2023,0.5675401864109145
92-2890279,12733590.0,12903894.0,2023,1.0133743900973724
92-3414074,2194282.0,246251.0,2023,0.11222395298325374
93-1113844,1785409.0,1253198.0,2023,0.7019108786838197
93-1412056,500000.0,286634.0,2023,0.573268
93-3068183,195812.0,206419.0,2023,1.0541693052519765
94-3321874,864145.0,1015621.0,2024,1.1752900265580428
95-2102389,1301016000.0,1265778000.0,2023,0.9729150141120478
01-0572814,3126560.0,2612953.0,2023,0.8357277646998619
01-0662680,1514752.0,1589506.0,2023,1.049350652780125
01-0690242,949309.0,1129881.0,2023,1.1902141452361665
01-0716217,16346125.0,4863365.0,2023,0.29752403092476043
01-0718296,5496827.0,5864399.0,2023,1.0668698505519638
01-0720150,19318748.0,19780138.0,2024,1.0238830176779572
01-0960970,3134883.0,3193196.0,2023,1.0186013321709295
02-0652284,2407178.0,2213603.0,2023,0.9195842600754909
03-0419149,1447051.0,1356982.0,2023,0.9377568586041543
03-0522656,6179582.0,4907522.0,2023,0.7941511254321085
04-3610622,1623969.0,1607598.0,2023,0.9899191425452086
04-3664461,950229.0,1201632.0,2022,1.2645709613156408
04-3730045,604107536.0,578061129.0,2023,0.9568844858773621
04-3775926,302428878.0,295269350.0,2023,0.9763265728876592
06-1692099,4145865.0,3881996.0,2023,0.9363536921728035
06-1713301,3673819.0,595472.0,2023,0.16208528509433917
11-3672256,960842.0,947904.0,2023,0.9865347268333399
13-2981115,77352814.0,85985184.0,2023,1.111597362185169
13-4243257,2364109.0,699964.0,2023,0.29607941089010703
13-4362029,2366677.0,1121279.0,2023,0.47377779054767505
14-1866709,4455201.0,3135808.0,2023,0.7038533166068153
16-1748771,12574625.0,12682775.0,2023,1.0086006540950525
20-0062024,3865247.0,4641093.0,2024,1.2007235242663665
20-0062075,2160012.0,1882878.0,2023,0.8716979350114722
20-0153356,154587.0,311885.0,2023,2.017537050334116
20-0330858,11566220.0,11325088.0,2023,0.9791520479465201
20-0379279,4336921.0,2291952.0,2023,0.5284744637958588
20-0411818,3795897.0,4191155.0,2023,1.1041276936650284
20-0442056,677579.0,675108.0,2023,0.9963531927642386
20-0690840,8519899.0,8181069.0,2023,0.9602307492142806
20-1285245,10510517.0,10308471.0,2023,0.9807767781546807
20-1376916,6303448.0,509776.0,2023,0.08087256371433539
20-1681285,914499.0,85.0,2023,9.294706719198162e-05
20-1880465,704457.0,704457.0,2024,1.0
20-1884900,864466.0,1066052.0,2023,1.2331913574391589
20-1892523,8649915.0,5786089.0,2023,0.6689185963099059
20-2099590,865787.0,912620.0,2023,1.0540929812990956
20-2175098,1745479.0,1639925.0,2023,0.9395272014157718
20-2190600,1632869.0,588333.0,2022,0.360306307487006
20-2278206,848206.0,881867.0,2023,1.0396849350275759
20-2358889,850291.0,942152.0,2023,1.1080347786816513
20-2536289,3267340.0,1457993.0,2023,0.4462324092380958
20-2563055,569587470.0,135307439.0,2023,0.23755339807597944
20-2654611,4733941.0,4843013.0,2023,1.0230404223457792
20-2685023,4027332.0,3504798.0,2023,0.8702530608353123
20-3028903,2086238.0,2023617.0,2023,0.969983769828754
20-3041145,5215708.0,5616952.0,2023,1.0769299201565732
20-3145206,376314.0,403515.0,2023,1.0722827213444093
20-3187437,4555075.0,4061363.0,2023,0.8916127615900946
20-3700131,38679409.0,38028059.0,2023,0.9831602907893447
20-3713023,10704966.0,12022911.0,2023,1.1231152906043793
20-3856995,42244571.0,42243911.0,2023,0.9999843766906759
20-3905776,1660698.0,1607454.0,2023,0.9679387823674142
20-4058168,937027.0,949059.0,2023,1.0128406118500322
20-4093582,1245858.0,1356580.0,2024,1.0888720865459787
20-4122028,2565486.0,1653277.0,2023,0.6444303340575626
20-4442678,1040982.0,1076027.0,2023,1.0336653275464898
20-4457248,2787615.0,3074427.0,2023,1.102887952604646
20-4535835,15102273.0,12267276.0,2023,0.8122801117421199
20-4570887,3465517.0,3403370.0,2023,0.9820670335768084
20-4591024,1338685.0,2073016.0,2023,1.5485465213997318
20-4627275,2463446.0,2673762.0,2023,1.0853747149318476
20-4773159,2280659.0,800434.0,2024,0.35096610234147235
20-5077249,428483215.0,352810365.0,2023,0.8233936654904906
20-5090958,470845.0,871895.0,2023,1.8517665049007634
20-5112363,773467.0,786351.0,2023,1.0166574656708043
20-5506295,810008.0,780142.0,2023,0.9631287592221311
20-5648104,1220355.0,1387007.0,2023,1.136560263202101
20-5924561,1787391.0,950612.0,2021,0.5318433403771194
20-5953542,2227302.0,5891300.0,2023,2.6450387060219045
20-5961971,3726123.0,3450712.0,2023,0.9260864442746523
20-8332371,1307668.0,1187015.0,2023,0.907734226118556
20-8964096,7323776.0,6917806.0,2023,0.9445682118076796
20-8993652,8886025.0,20173222.0,2023,2.270218911155438
23-2166344,1990270.0,2065307.0,2023,1.0377019198400217
23-3084482,23124062.0,25087822.0,2023,1.084922796003574
23-7005501,2709822.0,5020843.0,2023,1.8528312929779152
23-7037379,530826.0,619000.0,2020,1.1661071612920242
23-7072762,7226085.0,9953985.0,2023,1.3775073224297805
23-7073010,1758964.0,1239105.0,2023,0.7044515976449773
23-7113824,11538493.0,11528277.0,2023,0.9991146157474811
23-7129472,1462750.0,1719050.0,2023,1.1752179114681252
